s,a,r,sp
1736,0,0,1868
1868,0,0,2000
2000,2,-2,2098
2098,2,-2,0
773,2,-2,673
673,2,-2,0
1304,0,0,1337
1337,0,0,1370
1370,0,0,1403
1403,2,-2,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1402,0,0,1402
1507,0,0,1705
1705,0,0,1903
1903,0,0,0
1339,2,-2,1404
1404,1,-2,1504
1504,1,-2,1637
1637,0,0,1769
1769,1,-2,1935
1935,2,-2,2066
2066,1,-2,0
1296,0,0,1065
1065,1,-2,868
868,1,-2,0
1604,1,-2,1770
1770,2,-2,1901
1901,0,0,0
1635,1,-2,1735
1735,0,0,1834
1834,0,0,1933
1933,0,0,2032
2032,2,-2,2097
2097,0,0,0
942,1,-2,1042
1042,0,0,1141
1141,0,0,1240
1240,1,-2,1373
1373,2,-2,1471
1471,0,0,1570
1570,0,0,1669
1669,0,0,1768
1768,1,-2,1901
1901,0,0,2033
2033,0,0,2165
2165,2,-2,2263
2263,0,0,2362
2362,0,0,2461
1666,0,0,1666
1666,0,0,1666
1666,1,-2,1700
1700,2,-2,1699
1699,0,0,1699
1699,2,-2,1665
1665,0,0,1632
1632,1,-2,1633
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,2,-2,1599
1599,0,0,1566
1566,0,0,1533
1533,0,0,1500
1500,0,0,1467
1467,0,0,1434
1434,0,0,1401
1666,1,-2,1700
1700,1,-2,1767
1767,0,0,1833
1833,1,-2,1933
1933,2,-2,1998
1998,0,0,2064
2064,0,0,2130
2130,0,0,2196
2196,2,-2,2228
2228,0,0,2261
2261,1,-2,0
1035,1,-2,937
937,0,0,838
838,0,0,0
1828,1,-2,1763
1763,0,0,1697
1697,2,-2,1597
1597,2,-2,1464
1464,0,0,1332
1332,2,-2,1166
1166,1,-2,1035
1035,0,0,903
903,0,0,771
771,0,0,639
639,0,0,507
507,0,0,0
1001,1,-2,870
870,1,-2,772
772,0,0,0
1470,1,-2,1570
1570,0,0,1669
1669,0,0,1768
1768,1,-2,1901
1901,0,0,2033
2033,1,-2,2199
2199,2,-2,2330
2330,0,0,0
1896,1,-2,1897
1897,1,-2,1931
1931,1,-2,1998
1998,0,0,2064
2064,1,-2,2164
2164,0,0,2263
2263,0,0,0
1270,2,-2,1236
1236,0,0,1203
1203,2,-2,1136
1136,1,-2,1104
1104,1,-2,1105
1105,0,0,1105
1105,0,0,1105
1105,1,-2,1139
1139,1,-2,1206
1206,0,0,1272
1272,1,-2,1372
1372,0,0,1471
1471,0,0,1570
1570,2,-2,1635
1635,2,-2,1667
1667,0,0,1700
1700,2,-2,1699
1404,1,-2,1504
1504,0,0,1603
1603,0,0,1702
1702,0,0,1801
1801,0,0,1900
1900,0,0,1999
1999,0,0,2098
2098,0,0,2197
2197,0,0,0
1206,0,0,1272
1272,2,-2,1304
1304,2,-2,1303
1303,2,-2,1269
1269,0,0,1236
1236,2,-2,1169
1169,2,-2,1069
1069,0,0,0
1537,0,0,1636
1636,1,-2,1769
1769,2,-2,1867
1867,0,0,1966
1966,0,0,0
1399,0,0,1300
1300,2,-2,1167
1167,0,0,1035
1035,1,-2,937
937,0,0,838
838,0,0,739
739,0,0,640
640,1,-2,0
1565,1,-2,1533
1533,0,0,1500
1500,1,-2,1501
1501,0,0,1501
1501,0,0,1501
1501,1,-2,1535
1535,2,-2,1534
1534,0,0,1534
1534,0,0,1534
1534,0,0,1534
1534,0,0,0
743,0,0,776
776,1,-2,843
843,2,-2,875
875,0,0,908
908,0,0,941
941,0,0,974
974,0,0,1007
1007,0,0,1040
1040,1,-2,1107
1107,2,-2,1139
1139,0,0,1172
1172,1,-2,1239
1239,0,0,1305
1305,2,-2,1337
1337,0,0,1370
1370,2,-2,1369
1270,1,-2,1304
1304,0,0,1337
1337,0,0,1370
1370,2,-2,1369
1369,0,0,1369
1369,0,0,1369
1369,2,-2,1335
1335,2,-2,1268
1268,0,0,1202
1202,0,0,1136
1504,0,0,1603
1603,2,-2,1668
1668,1,-2,1768
1768,1,-2,1901
1901,0,0,0
1304,2,-2,1303
1303,0,0,1303
1303,0,0,1303
1303,0,0,1303
1303,0,0,1303
1303,0,0,1303
1303,2,-2,1269
1269,0,0,1236
1236,2,-2,1169
1169,2,-2,1069
1069,1,-2,1004
1004,0,0,0
1730,0,0,1664
1664,0,0,1598
1598,1,-2,1566
1566,0,0,1533
1533,1,-2,1534
1534,1,-2,1568
1568,1,-2,1635
1635,2,-2,1667
1667,2,-2,1666
1666,2,-2,1632
1632,2,-2,1565
1070,0,0,1004
1004,0,0,938
938,2,-2,838
838,2,-2,705
705,0,0,573
573,1,-2,475
475,1,-2,0
1336,0,0,1336
1336,2,-2,1302
1302,2,-2,1235
1235,2,-2,1135
1135,0,0,1036
1036,0,0,937
937,1,-2,872
872,1,-2,840
840,1,-2,841
841,2,-2,807
807,0,0,774
774,0,0,741
741,0,0,708
708,2,-2,0
1501,1,-2,1535
1535,0,0,1568
1568,2,-2,1567
1567,2,-2,1533
1533,1,-2,1534
1534,0,0,1534
1534,1,-2,1568
1568,1,-2,1635
1635,0,0,1701
1701,0,0,1767
1336,0,0,1336
1336,2,-2,1302
1302,0,0,1269
1269,0,0,1236
1236,2,-2,1169
1169,0,0,1103
1103,0,0,1037
1037,0,0,971
971,1,-2,939
939,0,0,906
906,0,0,873
873,0,0,840
1172,2,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,1,-2,1205
1205,2,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,2,-2,1170
1170,1,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,2,-2,1137
1137,0,0,1104
1139,0,0,1172
1172,2,-2,1171
1171,0,0,1171
1171,1,-2,1205
1205,2,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,2,-2,1170
1170,1,-2,1171
1171,2,-2,1137
1137,2,-2,1070
1070,1,-2,1038
1038,0,0,1005
1142,0,0,1274
1274,2,-2,1372
1372,0,0,1471
1471,0,0,1570
1570,0,0,1669
1669,1,-2,1802
1802,1,-2,0
1107,0,0,1173
1173,0,0,1239
1239,0,0,1305
1305,1,-2,1405
1405,1,-2,1538
1538,0,0,1670
1670,0,0,1802
1802,0,0,1934
1934,0,0,2066
2066,1,-2,2232
2232,2,-2,2363
2363,1,-2,2529
2529,1,-2,0
1003,0,0,904
904,0,0,805
805,0,0,706
706,2,-2,0
1601,0,0,1634
1634,2,-2,1633
1633,2,-2,1599
1599,0,0,1566
1566,0,0,1533
1533,2,-2,1466
1466,1,-2,1434
1434,2,-2,1367
1367,2,-2,1267
1267,1,-2,0
1301,1,-2,1269
1269,0,0,1236
1236,0,0,1203
1203,2,-2,1136
1136,0,0,1070
1070,0,0,1004
1004,2,-2,904
904,2,-2,771
771,1,-2,673
673,2,-2,0
1203,0,0,1170
1170,1,-2,1171
1171,1,-2,1205
1205,2,-2,1204
1204,0,0,1204
1204,2,-2,1170
1170,1,-2,1171
1171,0,0,1171
1171,2,-2,1137
1137,1,-2,1138
1138,1,-2,1172
1270,1,-2,1304
1304,1,-2,1371
1371,1,-2,1471
1471,0,0,1570
1570,1,-2,1703
1703,0,0,1835
1835,0,0,0
1332,0,0,1200
1200,0,0,1068
1068,0,0,936
936,2,-2,770
770,0,0,605
605,1,-2,0
1207,1,-2,1340
1340,0,0,1472
1472,2,-2,1570
1570,0,0,1669
1669,0,0,1768
1768,1,-2,1901
1901,2,-2,1999
1999,2,-2,0
1236,2,-2,1169
1169,0,0,1103
1103,2,-2,1003
1003,2,-2,870
870,1,-2,772
772,2,-2,639
639,1,-2,541
541,0,0,442
442,2,-2,309
309,1,-2,0
1174,0,0,1273
1273,2,-2,1338
1338,0,0,1404
1404,0,0,1470
1470,2,-2,1502
1502,0,0,1535
1535,2,-2,1534
1534,0,0,1534
1534,2,-2,0
1274,1,-2,1440
1440,0,0,1605
1605,2,-2,1736
1736,0,0,1868
1868,2,-2,1966
1966,0,0,0
1334,0,0,1268
1268,2,-2,1168
1168,2,-2,1035
1035,0,0,903
903,0,0,771
771,0,0,639
639,1,-2,541
541,1,-2,476
476,2,-2,376
376,2,-2,243
243,0,0,0
974,0,0,1007
1007,2,-2,1006
1006,0,0,1006
1006,0,0,1006
1006,1,-2,1040
1040,1,-2,1107
1107,0,0,1173
1173,2,-2,1205
1205,0,0,1238
1238,1,-2,1305
1305,0,0,1371
1371,1,-2,1471
1471,2,-2,1536
1536,2,-2,1568
1633,0,0,1633
1633,0,0,1633
1633,0,0,1633
1633,2,-2,1599
1599,0,0,1566
1566,0,0,1533
1533,1,-2,1534
1534,0,0,1534
1534,1,-2,1568
1568,0,0,1601
1601,2,-2,1600
1600,0,0,1600
1600,0,0,1600
1600,1,-2,1634
1634,0,0,1667
1667,2,-2,1666
1666,0,0,1666
1666,1,-2,1700
1700,0,0,1733
977,2,-2,1075
1075,2,-2,1140
1140,0,0,1206
1206,2,-2,1238
1238,0,0,1271
1271,0,0,1304
1304,2,-2,1303
1303,1,-2,0
1530,0,0,1398
1398,0,0,1266
1266,1,-2,1168
1168,0,0,1069
1069,1,-2,1004
1004,1,-2,972
972,0,0,0
1073,2,-2,1072
1072,0,0,1072
1072,0,0,1072
1072,2,-2,1038
1038,0,0,1005
1005,0,0,972
972,2,-2,905
905,1,-2,873
873,0,0,840
840,2,-2,773
773,2,-2,0
1136,2,-2,1036
1036,0,0,937
937,0,0,838
838,0,0,739
739,0,0,640
640,0,0,541
541,0,0,442
442,2,-2,0
1240,0,0,1339
1339,2,-2,1404
1404,0,0,1470
1470,2,-2,1502
1502,0,0,1535
1535,2,-2,1534
1534,0,0,1534
1534,1,-2,0
1429,2,-2,1197
1197,0,0,966
966,0,0,735
735,2,-2,0
808,1,-2,842
842,0,0,875
875,2,-2,874
874,0,0,874
874,1,-2,908
908,0,0,941
941,1,-2,1008
1008,0,0,1074
1074,0,0,1140
1140,2,-2,1172
1172,0,0,1205
1205,0,0,1238
1238,0,0,1271
1271,0,0,1304
1304,1,-2,1371
1371,1,-2,0
1600,2,-2,1566
1566,0,0,1533
1533,1,-2,1534
1534,1,-2,1568
1568,2,-2,1567
1567,1,-2,1601
1601,0,0,1634
1634,1,-2,1701
1701,2,-2,1733
1733,0,0,1766
940,0,0,940
940,0,0,940
940,0,0,940
940,0,0,940
940,2,-2,906
906,1,-2,907
907,0,0,907
907,0,0,907
907,2,-2,873
873,2,-2,806
806,0,0,740
740,2,-2,640
640,0,0,541
541,0,0,442
442,0,0,343
343,1,-2,278
278,0,0,0
1633,2,-2,1599
1599,0,0,1566
1566,1,-2,1567
1567,1,-2,1601
1601,2,-2,1600
1600,0,0,1600
1600,0,0,1600
1600,0,0,1600
1600,1,-2,1634
1634,2,-2,1633
1633,2,-2,1599
1803,0,0,1968
1968,1,-2,0
1139,2,-2,1138
1138,0,0,1138
1138,1,-2,1172
1172,2,-2,1171
1171,2,-2,1137
1137,0,0,1104
1104,0,0,1071
1071,0,0,1038
1038,1,-2,1039
1039,2,-2,1005
1005,1,-2,1006
1006,0,0,1006
1006,2,-2,972
972,1,-2,973
973,2,-2,0
845,0,0,977
977,1,-2,1143
1143,1,-2,1342
1342,1,-2,1574
1574,0,0,1805
1805,0,0,2036
2036,0,0,2267
2267,0,0,2498
2498,2,-2,0
1404,1,-2,1504
1504,2,-2,1569
1569,0,0,1635
1635,0,0,1701
1701,0,0,1767
1767,2,-2,1799
1799,0,0,1832
1832,0,0,1865
1865,2,-2,0
1137,1,-2,1138
1138,1,-2,1172
1172,0,0,1205
1205,1,-2,1272
1272,2,-2,1304
1304,0,0,1337
1337,1,-2,1404
1404,0,0,1470
1470,1,-2,0
1629,0,0,1497
1497,0,0,1365
1365,0,0,1233
1233,0,0,1101
1101,1,-2,1003
1003,2,-2,870
870,1,-2,772
772,1,-2,0
1699,2,-2,1665
1665,2,-2,1598
1598,0,0,1532
1532,0,0,1466
1466,0,0,1400
1400,1,-2,1368
1368,1,-2,1369
1369,0,0,1369
1369,1,-2,1403
1403,2,-2,1402
1008,0,0,1074
1074,2,-2,1106
1106,2,-2,1105
1105,0,0,1105
1105,1,-2,1139
1139,0,0,1172
1172,0,0,1205
1205,0,0,1238
1238,2,-2,1237
1237,0,0,1237
1237,1,-2,1271
1271,0,0,1304
1304,2,-2,1303
1303,0,-5000,0
1133,1,-2,1002
1002,2,-2,836
836,2,-2,0
1470,2,-2,1502
1502,0,0,1535
1535,0,0,1568
1568,0,0,1601
1601,1,-2,1668
1668,0,0,1734
1734,2,-2,1766
1766,1,-2,0
1537,1,-2,1670
1670,0,0,1802
1802,1,-2,1968
1968,0,0,2133
2133,0,0,0
1134,0,0,1002
1002,1,-2,904
904,1,-2,839
839,0,0,0
1371,1,-2,1471
1471,1,-2,1604
1604,1,-2,1770
1770,0,0,1935
1935,0,0,2100
2100,0,0,2265
2265,2,-2,2396
2396,0,0,2528
2528,0,0,0
1503,1,-2,1603
1603,1,-2,1736
1736,1,-2,1902
1902,1,-2,2101
2101,0,0,2299
2299,0,0,2497
2497,2,-2,0
1070,0,0,1004
1004,2,-2,904
904,0,0,805
805,0,0,706
706,0,0,607
607,0,0,508
508,0,0,0
805,0,0,706
706,1,-2,0
1068,1,-2,970
970,0,0,871
871,0,0,772
772,1,-2,0
1406,1,-2,1572
1572,0,0,1737
1737,2,-2,1868
1868,0,0,2000
2000,0,0,0
1007,2,-2,1006
1006,1,-2,1040
1040,1,-2,1107
1107,0,0,1173
1173,0,0,1239
1239,1,-2,1339
1339,1,-2,1472
1472,0,0,1604
1604,2,-2,1702
1702,1,-2,1835
1835,1,-2,2001
2001,0,0,0
1530,0,0,1398
1398,2,-2,1232
1232,0,0,1067
1067,1,-2,936
936,2,-2,770
770,1,-2,639
639,0,0,0
1365,0,0,1233
1233,0,0,1101
1101,0,0,969
969,0,0,837
837,1,-2,739
739,0,0,0
1567,1,-2,1601
1601,0,0,1634
1634,1,-2,1701
1701,2,-2,1733
1733,1,-2,1800
1800,1,-2,1900
1900,1,-2,2033
2033,1,-2,2199
2199,2,-2,0
1365,0,0,1233
1233,1,-2,1135
1135,0,0,1036
1036,0,0,937
937,1,-2,872
872,1,-2,0
1406,0,0,1538
1538,0,0,1670
1670,0,0,1802
1802,0,0,1934
1934,2,-2,0
1203,0,0,1170
1170,0,0,1137
1137,1,-2,1138
1138,0,0,1138
1138,2,-2,1104
1104,1,-2,1105
1105,1,-2,1139
1139,0,0,1172
1172,1,-2,1239
1239,0,0,1305
1137,0,0,1104
1104,2,-2,1037
1037,0,0,971
971,1,-2,939
939,2,-2,872
872,2,-2,772
772,0,0,673
673,0,0,574
574,2,-2,441
441,1,-2,343
343,0,0,244
244,1,-2,179
179,0,0,113
113,0,0,47
47,0,0,0
1241,0,0,1373
1373,1,-2,1539
1539,2,-2,1670
1670,1,-2,1836
1836,2,-2,1967
1967,2,-2,0
1465,0,0,1366
1366,0,0,1267
1267,0,0,1168
1168,1,-2,1103
1103,2,-2,1003
1003,2,-2,870
870,0,0,738
738,1,-2,640
640,0,0,0
1433,2,-2,1333
1333,1,-2,1268
1268,1,-2,1236
1236,0,0,1203
1203,0,0,1170
1170,1,-2,1171
1171,1,-2,1205
1205,0,0,1238
1238,2,-2,1237
1237,2,-2,1203
1203,0,0,1170
1170,0,0,0
1671,0,0,1836
1836,1,-2,0
1373,1,-2,1539
1539,2,-2,1670
1670,0,0,1802
1802,0,0,1934
1934,0,0,0
1240,0,0,1339
1339,2,-2,1404
1404,0,0,1470
1470,0,0,1536
1536,2,-2,1568
1568,0,0,1601
1601,0,0,1634
1634,0,0,0
1136,1,-2,1104
1104,2,-2,1037
1037,1,-2,1005
1005,2,-2,938
938,1,-2,906
906,2,-2,839
839,0,0,773
773,0,0,0
1668,0,0,1734
1734,1,-2,1834
1834,0,0,1933
1933,2,-2,1998
1998,1,-2,0
1403,1,-2,1470
1470,2,-2,1502
1502,0,0,1535
1535,2,-2,1534
1534,0,0,1534
1534,2,-2,1500
1500,2,-2,1433
1433,0,0,1367
1367,1,-2,1335
1335,2,-2,1268
1268,2,-2,1168
1168,0,0,0
670,2,-2,0
1138,2,-2,1104
1104,0,0,1071
1071,0,0,1038
1038,0,0,1005
1005,0,0,972
972,0,0,939
939,0,0,906
906,1,-2,907
907,2,-2,873
873,2,-2,806
806,1,-2,774
774,1,-2,775
775,0,0,775
775,2,-2,741
1138,0,0,1138
1138,2,-2,1104
1104,0,0,1071
1071,2,-2,1004
1004,1,-2,972
972,2,-2,905
905,0,0,839
839,2,-2,739
739,0,0,640
640,0,0,541
541,0,0,0
1402,0,0,1402
1402,1,-2,1436
1436,0,0,1469
1469,1,-2,1536
1536,1,-2,1636
1636,2,-2,1701
1701,1,-2,1801
1801,0,0,1900
1900,2,-2,1965
1965,1,-2,0
876,2,-2,908
908,1,-2,975
975,0,0,1041
1041,0,0,1107
1107,1,-2,1207
1207,2,-2,1272
1272,0,0,1338
1338,1,-2,1438
1438,1,-2,1571
1571,1,-2,1737
1737,1,-2,1936
1936,0,0,2134
2134,0,0,2332
2332,0,0,0
974,0,0,1007
1007,0,0,1040
1040,2,-2,1039
1039,0,0,1039
1039,2,-2,1005
1005,0,0,972
972,2,-2,905
905,1,-2,873
873,0,0,840
840,1,-2,841
841,1,-2,875
875,0,0,908
908,2,-2,907
907,0,0,907
907,0,0,907
907,1,-2,941
941,0,0,974
974,2,-2,973
973,0,0,973
973,1,-2,1007
1008,0,0,1074
1074,0,0,1140
1140,0,0,1206
1206,0,0,1272
1272,1,-2,1372
1372,2,-2,1437
1437,1,-2,1537
1537,0,0,1636
1636,1,-2,1769
1769,0,0,1901
1901,0,0,2033
2033,2,-2,2131
2131,1,-2,2264
2264,0,0,2396
1270,0,0,1270
1270,0,0,1270
1270,0,0,1270
1270,0,0,1270
1270,0,0,1270
1270,2,-2,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,2,-2,1037
1037,1,-2,1005
1005,2,-2,938
938,0,0,872
872,0,0,806
1532,2,-2,1432
1432,0,0,1333
1333,1,-2,1268
1268,0,0,1202
1202,2,-2,1102
1102,2,-2,969
969,2,-2,803
803,1,-2,672
672,0,0,540
540,0,0,408
408,0,0,276
276,1,-2,178
178,0,0,79
79,0,0,0
1340,1,-2,1506
1506,0,0,1671
1671,1,-2,1870
1870,1,-2,2102
2102,2,-2,0
1396,0,0,1198
1198,2,-2,966
966,0,0,735
735,1,-2,0
1569,1,-2,1669
1669,2,-2,1734
1734,2,-2,1766
1766,1,-2,1833
1833,2,-2,1865
1865,0,0,1898
1898,0,0,0
1400,0,0,1334
1334,1,-2,1302
1302,0,0,1269
1269,2,-2,1202
1202,0,0,1136
1136,1,-2,1104
1104,2,-2,1037
1037,1,-2,1005
1005,2,-2,938
938,2,-2,838
838,0,0,739
739,0,0,0
1202,0,0,1136
1136,1,-2,1104
1104,0,0,1071
1071,2,-2,1004
1004,2,-2,904
904,0,0,805
805,2,-2,672
672,1,-2,574
574,2,-2,0
1007,2,-2,1006
1006,2,-2,972
972,2,-2,905
905,1,-2,873
873,1,-2,874
874,1,-2,908
908,0,0,941
941,2,-2,940
940,0,0,940
940,0,0,940
940,0,0,940
940,0,0,940
940,2,-2,906
906,0,0,873
873,0,0,840
1371,2,-2,1403
1403,1,-2,1470
1470,2,-2,1502
1502,2,-2,1501
1501,1,-2,1535
1535,0,0,1568
1568,0,0,1601
1601,0,0,1634
1634,1,-2,1701
1701,2,-2,0
809,0,0,842
842,0,0,875
875,0,0,908
908,2,-2,907
907,2,-2,873
873,1,-2,874
874,0,0,874
874,2,-2,840
840,2,-2,773
773,0,0,707
707,0,0,641
641,2,-2,541
541,2,-2,0
1301,1,-2,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,1,-2,1105
1105,0,0,1105
1105,1,-2,1139
1139,1,-2,0
1436,0,0,1469
1469,2,-2,1468
1468,0,0,1468
1468,1,-2,1502
1502,0,0,1535
1535,0,0,1568
1568,0,0,1601
1601,0,0,1634
1634,2,-2,1633
1633,0,0,1633
1633,1,-2,1667
1667,0,0,1700
1700,1,-2,1767
1767,2,-2,1799
1799,0,0,1832
1832,2,-2,1831
1831,0,0,0
1469,1,-2,1536
1536,0,0,1602
1602,2,-2,1634
1634,1,-2,1701
1701,0,0,1767
1767,1,-2,1867
1867,1,-2,2000
2000,0,0,2132
2132,0,0,2264
2264,1,-2,2430
2430,0,0,0
1240,1,-2,1373
1373,1,-2,1539
1539,1,-2,1738
1738,0,0,1936
1936,1,-2,2168
2168,1,-2,2433
2433,2,-2,0
1268,2,-2,1168
1168,0,0,1069
1069,0,0,970
970,0,0,871
871,0,0,772
772,1,-2,707
707,1,-2,675
675,0,0,642
642,0,0,609
609,1,-2,0
1374,0,0,1539
1539,2,-2,1670
1670,2,-2,1768
1768,0,0,0
880,1,-2,1112
1112,2,-2,1309
1309,1,-2,1541
1541,2,-2,1738
1738,1,-2,1970
1970,0,0,0
1433,2,-2,1333
1333,0,0,1234
1234,0,0,1135
1135,0,0,1036
1036,0,0,937
937,0,0,838
838,0,0,739
739,2,-2,606
606,0,0,474
474,0,0,342
342,2,-2,176
176,0,0,0
1003,0,0,904
904,0,0,805
805,0,0,706
706,0,0,0
1365,0,0,1233
1233,0,0,1101
1101,0,0,969
969,0,0,837
837,0,0,705
705,0,0,0
1176,0,0,1341
1341,0,0,1506
1506,0,0,1671
1671,2,-2,1802
1802,0,0,0
1403,2,-2,1402
1402,1,-2,1436
1436,1,-2,1503
1503,0,0,1569
1569,1,-2,1669
1669,1,-2,1802
1802,1,-2,1968
1968,0,0,2133
2133,1,-2,2332
2332,2,-2,0
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,1,-2,1238
1238,2,-2,1237
1237,0,0,1237
1237,0,0,1237
1237,2,-2,1203
1203,0,0,1170
1170,1,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,1,-2,1205
1205,0,0,1238
1238,1,-2,1305
1305,2,-2,1337
1337,0,0,1370
1370,0,0,1403
1403,1,-2,1470
1304,2,-2,1303
1303,1,-2,1337
1337,1,-2,1404
1404,2,-2,1436
1436,1,-2,1503
1503,2,-2,1535
1535,0,0,1568
1568,1,-2,1635
1635,1,-2,1735
1735,0,0,1834
1834,2,-2,1899
1899,2,-2,1931
1931,2,-2,1930
1930,2,-2,1896
1896,0,0,1863
1831,1,-2,1865
1865,0,0,1898
1898,0,0,1931
1931,2,-2,1930
1930,2,-2,1896
1896,0,0,1863
1863,1,-2,1864
1864,0,0,1864
1864,1,-2,1898
1898,2,-2,1897
1897,2,-2,1863
1863,1,-2,1864
1864,0,0,1864
1864,0,0,1864
1864,1,-2,1898
1898,1,-2,1965
1965,1,-2,2065
2065,1,-2,2198
2198,1,-2,2364
2364,0,0,0
1301,0,0,1235
1235,1,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,1,-2,1105
1105,1,-2,1139
1139,2,-2,1138
1138,0,0,1138
1138,0,0,0
1201,1,-2,1136
1136,1,-2,1104
1104,0,0,1071
1071,2,-2,1004
1004,2,-2,904
904,0,0,0
1636,0,0,1735
1735,0,0,1834
1834,0,0,1933
1933,2,-2,0
1007,0,0,1040
1040,2,-2,1039
1039,1,-2,1073
1073,0,0,1106
1106,1,-2,1173
1173,0,0,1239
1239,0,0,1305
1305,1,-2,1405
1405,0,0,1504
1504,2,-2,1569
1569,0,0,1635
1635,2,-2,1667
1667,2,-2,1666
1666,2,-2,1632
742,2,-2,708
708,0,0,675
675,0,0,642
642,0,0,609
609,1,-2,610
610,0,0,610
610,0,0,610
610,0,0,610
610,0,0,610
610,0,0,610
610,0,0,610
610,1,-2,644
644,1,-2,711
711,1,-2,811
811,0,0,910
910,2,-2,975
1438,0,0,1537
1537,0,0,1636
1636,0,0,1735
1735,1,-2,1868
1868,1,-2,2034
2034,0,0,0
1133,0,0,968
968,0,0,803
803,0,0,0
1305,1,-2,1405
1405,2,-2,1470
1470,0,0,1536
1536,1,-2,1636
1636,2,-2,1701
1701,0,0,1767
1767,2,-2,1799
1799,1,-2,1866
1866,0,0,1932
1932,2,-2,1964
1964,0,0,0
1570,2,-2,1635
1635,1,-2,1735
1735,0,0,1834
1834,0,0,1933
1933,2,-2,0
1498,1,-2,1433
1433,0,0,1367
1367,1,-2,1335
1335,0,0,1302
1302,2,-2,1235
1235,0,0,1169
1169,0,0,1103
1103,0,0,1037
1037,2,-2,0
1171,0,0,1171
1171,0,0,1171
1171,1,-2,1205
1205,0,0,1238
1238,0,0,1271
1271,0,0,1304
1304,0,0,1337
1337,0,0,1370
1370,0,0,1403
1403,0,0,1436
1436,0,0,1469
1469,1,-2,1536
1536,1,-2,1636
1371,2,-2,1403
1403,0,0,1436
1436,1,-2,1503
1503,2,-2,1535
1535,1,-2,1602
1602,0,0,1668
1668,2,-2,1700
1700,0,0,1733
1733,0,0,1766
1766,2,-2,0
1498,1,-2,1433
1433,0,0,1367
1367,1,-2,1335
1335,0,0,1302
1302,1,-2,1303
1303,1,-2,1337
1337,0,0,1370
1370,0,0,0
1238,2,-2,1237
1237,1,-2,1271
1271,0,0,1304
1304,2,-2,1303
1303,0,0,1303
1303,1,-2,1337
1337,1,-2,1404
1404,1,-2,1504
1504,0,0,1603
1603,0,0,1702
1702,1,-2,1835
1835,0,0,1967
1967,0,0,2099
2099,0,0,2231
2231,0,0,2363
1466,0,0,1400
1400,1,-2,1368
1368,2,-2,1301
1301,0,0,1235
1235,0,0,1169
1169,1,-2,1137
1137,0,0,1104
1104,2,-2,1037
1037,0,0,971
971,1,-2,939
939,1,-2,940
940,2,-2,906
906,1,-2,0
1532,2,-2,1432
1432,1,-2,1367
1367,0,0,1301
1301,2,-2,1201
1201,0,0,1102
1102,1,-2,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,0,0,773
773,0,0,707
707,2,-2,607
607,2,-2,474
474,2,-2,0
1499,1,-2,1467
1467,0,0,1434
1434,0,0,1401
1401,0,0,1368
1368,1,-2,1369
1369,0,0,1369
1369,2,-2,1335
1335,0,0,1302
1302,0,0,1269
1269,1,-2,1270
1270,0,0,1270
1270,0,0,1270
1270,0,0,0
1401,2,-2,1334
1334,0,0,1268
1268,0,0,1202
1202,2,-2,1102
1102,0,0,1003
1003,0,0,904
904,0,0,805
805,1,-2,740
740,2,-2,640
640,1,-2,575
575,1,-2,543
543,0,0,510
510,0,0,477
477,0,0,444
1271,2,-2,1270
1270,2,-2,1236
1236,1,-2,1237
1237,1,-2,1271
1271,1,-2,1338
1338,2,-2,1370
1370,0,0,1403
1403,2,-2,1402
1402,0,0,1402
1402,0,0,1402
1072,0,0,1072
1072,1,-2,1106
1106,1,-2,1173
1173,0,0,1239
1239,2,-2,1271
1271,1,-2,1338
1338,0,0,1404
1404,0,0,1470
1470,0,0,1536
1536,2,-2,1568
1568,1,-2,1635
1635,2,-2,1667
1667,2,-2,1666
1666,2,-2,1632
1632,0,0,1599
1599,0,0,1566
1566,0,0,1533
1533,1,-2,1534
1539,0,0,1704
1704,2,-2,1835
1835,2,-2,0
1403,0,0,1436
1436,0,0,1469
1469,0,0,1502
1502,0,0,1535
1535,0,0,1568
1568,2,-2,1567
1567,0,0,1567
1567,2,-2,1533
1533,2,-2,1466
1466,0,0,1400
1400,0,0,1334
1334,0,0,1268
1268,1,-2,1236
1236,1,-2,1237
1237,0,0,1237
1237,1,-2,1271
1271,2,-2,0
1171,0,0,1171
1171,1,-2,1205
1205,2,-2,1204
1204,1,-2,1238
1238,1,-2,1305
1305,2,-2,1337
1337,0,0,1370
